Timestamp,Zone1_Temp_C,Zone2_Temp_C,Zone3_Temp_C,Humidity_Pct,Belt_Speed_m_min,Gas_Flow_m3_h,Dough_Inlet_Moisture_Pct,Product_Load_kg_min,Exhaust_Damper_Pct,Heat_Recovery_Eff_Pct,Moisture_Content_Pct,Browning_Index_BI,OEE_Pct,RUL_Burner_Hours,Defect_Flag
2026-09-01 08:00:17,160.49,207.8,186.78,35.75,12.03,32.45,41.6,28.16,56.81,70.46,4.73,52.93,94.32,2000.0,0
2026-09-01 08:00:18,159.63,209.42,187.0,39.32,11.91,32.02,40.02,29.99,63.36,70.62,4.52,53.58,95.72,2000.0,0
2026-09-01 08:00:19,162.41,212.0,187.7,40.83,11.86,32.77,41.58,28.71,60.35,69.15,4.45,54.2,94.54,1992.21,0
2026-09-01 08:00:20,160.62,210.57,185.74,41.8,12.15,32.75,43.37,29.97,51.08,72.03,5.17,52.29,99.45,1988.06,0
2026-09-01 08:00:21,161.0,214.82,188.14,39.31,11.98,34.38,42.27,32.12,42.27,67.96,4.59,52.88,95.05,2000.0,0
2026-09-01 08:00:22,166.23,206.89,189.05,39.38,12.01,32.8,44.62,29.49,56.48,74.0,4.83,53.71,98.35,1966.23,0
2026-09-01 08:00:23,159.31,212.64,189.47,41.73,11.86,33.13,39.72,30.19,58.99,71.88,4.28,55.32,95.52,2000.0,0
2026-09-01 08:00:24,159.21,210.14,189.81,37.2,11.95,33.67,43.0,30.91,49.55,67.19,4.82,55.22,97.25,2000.0,0
2026-09-01 08:00:25,160.29,212.08,188.49,39.42,12.01,32.31,39.5,30.28,54.96,75.09,4.33,54.19,94.88,1995.24,0
2026-09-01 08:00:26,162.68,208.69,184.83,40.29,11.88,31.43,42.19,30.29,53.68,70.5,4.72,51.7,94.75,2000.0,0
2026-09-01 08:00:27,156.23,213.22,189.28,40.67,12.04,34.06,43.48,29.64,55.52,67.83,4.82,54.46,96.55,1991.65,0
2026-09-01 08:00:28,155.09,210.89,185.51,39.24,11.94,32.04,41.57,29.77,52.28,73.31,4.72,52.33,96.05,1995.43,0
2026-09-01 08:00:29,158.53,207.96,188.76,40.05,11.97,31.64,43.1,29.04,61.45,71.48,4.97,54.94,94.68,2000.0,0
2026-09-01 08:00:30,155.92,209.96,187.41,36.27,11.94,34.21,40.08,30.85,55.74,64.68,4.75,53.28,94.77,1989.69,0
2026-09-01 08:00:31,158.94,209.28,184.46,39.01,12.19,33.52,38.67,28.26,50.6,68.42,4.8,51.68,99.83,2000.0,0
2026-09-01 08:00:32,161.26,211.47,186.76,40.68,12.0,33.93,43.11,30.97,59.59,70.84,4.71,53.12,97.34,1987.6,0
2026-09-01 08:00:33,157.77,206.46,187.24,38.53,11.89,33.22,45.49,28.6,48.68,63.52,5.3,53.01,93.33,2000.0,0
2026-09-01 08:00:34,156.43,209.91,189.96,40.09,12.08,33.68,40.01,30.96,61.42,70.26,4.77,55.21,97.06,2000.0,0
2026-09-01 08:00:35,160.17,211.19,186.57,40.67,11.88,32.52,44.44,29.65,59.96,70.47,4.89,52.92,96.82,2000.0,0
2026-09-01 08:00:36,162.16,210.1,188.31,39.49,12.02,33.89,42.09,28.77,61.95,66.45,4.8,55.11,95.07,2000.0,0
2026-09-01 08:00:37,155.76,214.04,183.22,40.26,11.8,33.23,39.33,30.58,54.21,70.81,4.7,51.51,95.21,2000.0,0
2026-09-01 08:00:38,162.05,212.32,190.76,38.56,11.87,33.68,39.74,30.93,52.52,70.02,4.26,55.56,95.78,1956.61,0
2026-09-01 08:00:39,162.04,209.98,185.93,39.69,12.02,33.46,42.03,29.56,55.42,66.43,4.81,52.14,93.62,1994.28,0
2026-09-01 08:00:40,162.39,210.65,188.51,40.92,12.07,32.77,41.19,30.72,54.58,72.76,4.58,53.83,95.42,2000.0,0
2026-09-01 08:00:41,163.05,210.89,187.02,40.24,12.02,33.11,39.37,27.71,51.74,72.51,4.4,53.4,95.34,1972.24,0
2026-09-01 08:00:42,165.51,211.21,188.16,39.12,11.99,33.41,38.61,28.68,52.23,69.13,4.02,53.63,95.91,1992.36,0
2026-09-01 08:00:43,159.11,204.52,188.94,40.34,11.97,32.99,40.31,31.29,53.17,69.4,4.75,54.04,94.94,2000.0,0
2026-09-01 08:00:44,160.27,209.1,189.5,41.07,11.85,31.65,42.39,29.78,49.15,72.18,4.6,55.06,95.4,1973.12,0
2026-09-01 08:00:45,158.96,205.55,187.87,36.93,11.93,31.51,41.99,28.14,58.39,69.4,4.84,53.64,94.95,2000.0,0
2026-09-01 08:00:46,160.0,213.83,188.3,41.74,11.95,34.01,41.0,29.3,54.74,64.21,4.58,54.17,93.3,1978.24,0
2026-09-01 08:00:47,163.83,209.82,188.36,39.5,12.11,32.93,42.4,29.08,53.46,71.46,4.87,53.85,92.74,2000.0,0
2026-09-01 08:00:48,156.64,209.42,188.14,40.64,12.03,33.42,44.08,29.83,49.45,67.56,5.22,53.68,95.47,2000.0,0
2026-09-01 08:00:49,157.85,212.69,186.78,41.8,11.82,33.17,42.79,29.63,49.2,68.83,4.76,53.37,94.82,2000.0,0
2026-09-01 08:00:50,163.44,211.27,189.41,37.94,12.03,32.79,41.76,30.18,64.68,74.37,4.55,54.67,96.25,1976.29,0
2026-09-01 08:00:51,162.55,206.61,189.19,38.94,11.96,33.11,43.86,29.93,51.86,69.6,4.92,54.38,94.07,2000.0,0
2026-09-01 08:00:52,159.09,209.79,190.13,39.57,11.93,33.19,40.08,31.36,58.05,70.01,4.5,55.3,96.7,1980.78,0
2026-09-01 08:00:53,162.14,208.99,187.09,38.82,12.06,34.35,41.55,30.42,55.81,71.53,4.71,53.21,95.89,1963.51,0
2026-09-01 08:00:54,160.85,204.77,187.24,42.6,12.1,32.71,41.6,30.46,41.12,71.52,5.06,51.69,98.11,1975.21,0
2026-09-01 08:00:55,163.75,207.93,188.02,38.71,12.09,33.73,39.53,31.17,63.96,67.24,4.63,53.48,98.09,1978.01,0
2026-09-01 08:00:56,160.19,209.45,185.67,39.17,11.92,32.55,41.16,29.61,58.42,69.82,4.72,53.63,96.55,2000.0,0
2026-09-01 08:00:57,162.56,209.66,190.19,40.31,11.97,33.52,37.85,28.74,51.16,70.11,3.96,55.29,96.71,2000.0,0
2026-09-01 08:00:58,166.61,205.55,186.11,38.2,12.03,33.04,45.82,31.21,54.86,70.82,5.19,52.5,94.48,1997.39,0
2026-09-01 08:00:59,161.5,213.45,187.7,39.41,12.1,33.94,40.13,30.14,49.25,70.87,4.31,53.13,96.47,1975.13,0
2026-09-01 08:01:00,160.12,209.69,185.52,40.48,11.95,31.89,45.17,30.14,64.13,77.76,5.08,53.69,97.84,1983.65,0
2026-09-01 08:01:01,161.81,210.11,186.47,39.5,11.98,33.51,42.08,29.37,50.46,66.47,4.91,51.95,95.48,1992.38,0
2026-09-01 08:01:02,159.09,211.2,186.55,39.86,11.89,32.97,43.13,29.38,52.38,72.94,4.87,53.1,92.83,1969.35,0
2026-09-01 08:01:03,165.97,207.64,187.68,39.21,11.88,31.87,41.02,30.85,51.35,73.55,4.37,53.58,96.11,1971.77,0
2026-09-01 08:01:04,160.45,211.37,189.18,37.73,12.08,33.58,42.42,30.98,55.4,71.48,4.72,54.83,97.46,1993.7,0
2026-09-01 08:01:05,159.32,208.9,188.06,40.48,12.14,34.08,43.3,30.78,61.85,68.05,4.97,54.09,96.92,1989.51,0
2026-09-01 08:01:06,157.91,207.31,187.17,42.63,11.99,32.41,43.33,30.79,63.95,74.99,5.04,54.63,95.51,1971.61,0
2026-09-01 08:01:07,162.74,211.72,186.94,40.03,12.1,34.04,43.55,30.57,53.01,63.42,4.99,53.16,97.15,2000.0,0
2026-09-01 08:01:08,162.17,214.48,187.99,40.34,12.04,33.54,41.26,30.13,56.89,67.95,4.43,53.63,97.42,1979.41,0
2026-09-01 08:01:09,158.76,212.17,188.42,41.04,11.94,32.71,41.04,29.82,55.41,73.52,4.44,54.13,95.6,1969.47,0
2026-09-01 08:01:10,161.44,212.77,188.04,38.1,12.04,32.95,38.81,31.21,50.09,68.89,4.2,53.77,97.16,2000.0,0
2026-09-01 08:01:11,156.23,208.44,188.58,42.55,12.15,32.38,43.05,29.63,67.11,74.79,5.29,54.96,99.76,1999.16,0
2026-09-01 08:01:12,160.46,205.21,187.85,40.3,12.0,32.96,44.16,30.37,61.81,65.46,5.23,53.78,95.57,1987.23,0
2026-09-01 08:01:13,161.13,214.47,184.13,42.45,12.16,34.17,45.23,29.2,55.95,66.66,5.35,51.29,101.3,1978.84,0
2026-09-01 08:01:14,164.27,216.16,186.8,38.9,11.74,33.07,42.61,29.34,62.91,68.41,4.4,53.32,96.57,1985.3,0
2026-09-01 08:01:15,158.07,214.63,188.11,42.73,12.08,33.58,40.47,29.76,61.06,71.25,4.7,53.85,95.94,1977.84,0
2026-09-01 08:01:16,156.8,208.99,187.51,41.16,12.01,32.52,38.61,29.2,55.41,69.33,4.66,54.2,99.13,1982.1,0
2026-09-01 08:01:17,157.76,206.54,188.46,40.83,11.97,33.15,44.08,30.8,56.63,68.53,5.25,54.84,94.96,1995.84,0
2026-09-01 08:01:18,156.66,206.8,189.42,40.35,12.01,32.06,38.41,28.65,62.56,74.26,4.33,55.31,99.73,1974.15,0
2026-09-01 08:01:19,163.34,204.95,188.93,39.63,11.8,31.52,41.32,30.1,50.27,74.54,4.55,55.33,94.03,1940.84,0
2026-09-01 08:01:20,163.87,209.68,189.11,41.8,11.98,33.94,41.55,30.13,63.37,68.76,4.55,54.84,96.59,2000.0,0
2026-09-01 08:01:21,160.8,214.82,186.97,40.21,12.04,34.26,41.86,28.19,53.87,64.87,4.6,53.02,97.03,1967.75,0
2026-09-01 08:01:22,163.05,209.58,186.72,37.05,12.15,34.15,42.07,29.56,62.62,63.53,4.89,52.96,96.6,1959.85,0
2026-09-01 08:01:23,160.33,210.91,188.53,38.32,11.95,32.75,42.28,30.26,54.97,70.72,4.67,54.51,96.26,2000.0,0
2026-09-01 08:01:24,159.76,214.13,186.84,39.72,11.92,33.35,37.17,30.43,56.69,71.97,3.84,54.54,97.08,1982.28,0
2026-09-01 08:01:25,159.17,208.79,190.53,40.46,11.95,32.3,42.03,29.8,54.83,70.19,4.74,55.58,95.73,1998.45,0
2026-09-01 08:01:26,159.22,216.11,188.3,39.92,12.09,33.47,37.54,30.68,52.34,69.79,4.26,53.17,97.13,2000.0,0
2026-09-01 08:01:27,156.13,215.98,187.08,41.83,12.03,33.95,43.46,29.89,53.65,67.59,4.97,52.66,97.48,2000.0,0
2026-09-01 08:01:28,160.66,209.61,190.47,37.07,11.95,33.6,40.89,30.01,61.9,71.96,4.36,55.41,93.92,2000.0,0
2026-09-01 08:01:29,159.9,208.27,186.01,40.22,12.05,32.19,37.69,30.25,43.43,75.03,4.4,51.59,96.54,1977.65,0
2026-09-01 08:01:30,161.86,212.09,189.54,37.27,12.01,34.36,40.37,30.93,48.81,63.35,4.48,54.03,97.97,1965.07,0
2026-09-01 08:01:31,160.23,208.96,185.28,41.14,12.1,33.04,40.86,29.32,51.37,69.77,4.97,51.86,96.35,2000.0,0
2026-09-01 08:01:32,159.59,206.53,186.62,39.86,11.93,32.72,44.38,29.51,49.61,67.09,5.0,52.3,96.33,1993.43,0
2026-09-01 08:01:33,157.82,213.84,186.23,40.63,11.97,33.46,42.39,29.33,62.55,65.53,4.64,53.39,93.26,1999.99,0
2026-09-01 08:01:34,160.18,213.65,187.23,38.7,11.96,33.44,42.69,29.67,61.29,66.61,4.73,54.14,95.84,1980.83,0
2026-09-01 08:01:35,161.85,210.47,187.76,41.92,11.85,33.02,44.36,31.43,57.96,71.14,4.79,53.91,94.62,1996.98,0
2026-09-01 08:01:36,157.14,206.21,190.72,41.56,12.03,33.15,41.81,30.57,51.81,71.21,4.9,55.34,96.31,1981.92,0
2026-09-01 08:01:37,160.22,206.31,186.49,40.88,12.03,32.18,43.51,28.87,61.68,74.38,5.09,53.43,95.96,1984.55,0
2026-09-01 08:01:38,160.58,210.32,188.79,39.81,12.0,33.08,43.37,29.4,47.06,70.03,4.98,54.23,97.86,1963.23,0
2026-09-01 08:01:39,158.2,208.5,188.78,40.87,11.98,33.44,39.43,30.37,65.71,64.73,4.58,54.9,94.45,1999.1,0
2026-09-01 08:01:40,158.53,208.98,184.74,38.94,11.86,31.92,44.95,29.09,51.58,69.29,5.19,51.62,94.35,1943.76,0
2026-09-01 08:01:41,160.58,213.07,187.65,41.28,11.96,33.19,39.16,29.27,53.69,65.84,4.27,53.67,94.49,2000.0,0
2026-09-01 08:01:42,157.17,212.2,188.77,42.47,11.97,33.22,43.83,31.34,52.85,66.38,5.2,54.18,93.75,2000.0,0
2026-09-01 08:01:43,160.87,214.13,189.07,41.61,11.92,33.25,38.97,29.39,49.63,71.74,4.26,54.43,95.26,1980.69,0
2026-09-01 08:01:44,157.76,207.03,187.76,38.91,11.98,32.61,43.2,30.95,64.63,70.58,5.11,53.78,94.46,2000.0,0
2026-09-01 08:01:45,162.66,208.97,186.27,40.54,12.04,33.36,45.72,31.26,58.94,71.76,5.13,52.26,96.69,1981.73,0
2026-09-01 08:01:46,165.84,212.28,187.03,38.06,12.19,33.83,41.57,29.27,61.08,68.93,4.75,52.28,97.92,1989.2,0
2026-09-01 08:01:47,157.85,211.34,189.66,40.86,12.02,32.78,41.49,29.11,48.88,72.37,4.74,53.74,96.38,1978.16,0
2026-09-01 08:01:48,161.34,214.6,188.63,40.68,12.03,33.65,43.22,29.72,55.9,68.76,4.78,53.43,97.07,1980.62,0
2026-09-01 08:01:49,158.18,211.26,187.92,37.2,11.99,33.14,41.34,28.91,57.61,73.35,4.61,54.31,92.44,1980.5,0
2026-09-01 08:01:50,162.6,215.54,188.35,38.26,11.81,32.87,45.64,30.12,56.35,71.03,4.59,54.65,96.67,1950.57,0
2026-09-01 08:01:51,156.84,211.62,187.7,39.58,12.0,33.48,42.38,29.79,49.2,69.38,4.86,53.35,95.89,1995.27,0
2026-09-01 08:01:52,161.2,213.19,185.89,39.55,12.01,32.78,41.36,30.36,60.38,70.64,4.54,52.65,97.08,1950.97,0
2026-09-01 08:01:53,157.82,209.03,188.33,38.19,12.25,34.45,40.92,31.4,55.61,69.95,4.94,52.68,96.44,1980.55,0
2026-09-01 08:01:54,159.48,210.04,186.63,40.58,11.98,32.84,40.13,30.82,50.23,74.79,4.44,52.94,93.94,1952.79,0
2026-09-01 08:01:55,157.42,212.73,188.32,40.38,12.03,33.07,40.74,30.49,45.72,70.74,4.56,53.55,97.01,1980.79,0
2026-09-01 08:01:56,162.06,214.84,188.52,39.71,12.0,33.06,41.3,28.03,58.03,70.0,4.28,54.29,97.06,1993.3,0
2026-09-01 08:01:57,157.91,212.19,188.77,38.87,11.88,33.57,41.02,30.44,67.25,69.28,4.56,54.86,93.24,2000.0,0
2026-09-01 08:01:58,161.38,209.75,187.39,41.57,12.11,33.8,40.68,31.72,49.92,72.53,4.7,52.64,97.82,1986.93,0
2026-09-01 08:01:59,159.14,214.13,185.53,42.48,12.08,32.62,46.2,26.99,55.85,72.12,5.23,52.4,97.66,1981.81,0
2026-09-01 08:02:00,159.71,203.42,188.66,39.27,12.08,32.77,39.94,30.69,60.55,69.18,4.59,53.98,97.58,1965.33,0
2026-09-01 08:02:01,160.37,205.73,187.95,39.08,11.91,33.45,42.29,29.84,48.65,66.53,4.74,54.1,95.5,1970.16,0
2026-09-01 08:02:02,158.1,212.04,188.26,40.74,12.14,33.64,43.19,29.15,52.6,67.29,5.06,54.14,97.59,2000.0,0
2026-09-01 08:02:03,160.53,210.04,188.19,39.46,11.86,33.14,43.26,30.8,50.7,69.45,4.83,54.49,97.41,1996.63,0
2026-09-01 08:02:04,163.83,211.82,189.16,39.79,12.06,33.21,41.88,31.71,59.92,74.05,4.45,54.64,95.59,1969.13,0
2026-09-01 08:02:05,158.05,210.19,187.97,41.11,12.22,33.81,41.52,30.78,61.63,69.25,5.07,53.56,99.09,1946.42,0
2026-09-01 08:02:06,162.93,211.71,187.7,37.14,11.9,34.07,42.9,29.63,55.8,68.22,4.77,53.94,95.83,2000.0,0
2026-09-01 08:02:07,163.75,207.56,189.48,41.98,11.94,33.58,42.53,29.06,50.79,64.72,4.81,54.89,93.5,1962.23,0
2026-09-01 08:02:08,157.96,211.71,189.02,40.11,12.01,33.25,41.48,30.14,52.79,74.54,4.71,54.86,93.94,1986.68,0
2026-09-01 08:02:09,156.36,212.98,186.73,39.38,11.95,32.3,38.88,30.87,51.85,71.71,4.3,53.22,95.85,1969.27,0
2026-09-01 08:02:10,160.75,213.66,191.12,39.87,11.84,32.11,41.06,29.61,50.11,72.39,4.12,55.15,92.39,1964.66,0
2026-09-01 08:02:11,158.63,216.04,189.18,39.94,12.01,33.41,39.71,29.71,54.49,72.89,4.44,54.09,92.46,1990.15,0
2026-09-01 08:02:12,164.67,210.73,186.48,37.4,11.89,33.29,40.67,32.82,57.87,69.51,4.31,53.22,99.11,2000.0,0
2026-09-01 08:02:13,160.09,210.82,187.99,42.24,12.05,33.48,42.07,31.08,57.45,70.25,4.89,54.2,94.92,1999.41,0
2026-09-01 08:02:14,157.99,205.43,187.96,40.06,11.91,31.21,42.72,31.15,54.96,74.47,4.94,54.91,96.63,1998.18,0
2026-09-01 08:02:15,157.13,208.41,186.51,40.66,12.15,32.11,45.56,28.54,55.29,70.54,5.65,52.59,0.0,1965.65,1
2026-09-01 08:02:16,162.72,209.42,186.37,41.43,11.92,32.6,40.93,29.29,54.59,71.76,4.6,53.25,98.84,1989.41,0
2026-09-01 08:02:17,158.57,213.15,188.12,38.47,11.97,32.7,43.55,30.07,48.51,72.61,4.7,53.01,98.57,1992.54,0
2026-09-01 08:02:18,160.11,208.17,186.14,40.71,12.08,32.59,42.61,29.0,55.8,71.93,4.96,52.26,97.5,1957.52,0
2026-09-01 08:02:19,162.39,212.39,189.44,39.6,11.88,34.16,44.59,31.6,52.08,69.62,4.79,54.97,92.91,1943.95,0
2026-09-01 08:02:20,158.79,210.0,185.81,41.27,12.02,33.48,43.15,31.41,48.26,69.9,4.99,51.28,98.49,1986.62,0
2026-09-01 08:02:21,159.89,209.47,186.27,36.81,12.13,33.84,39.98,29.47,56.85,72.33,4.73,52.65,95.16,1968.97,0
2026-09-01 08:02:22,159.96,210.75,187.44,39.85,11.84,32.75,38.55,31.78,51.94,72.33,4.21,53.55,96.3,1959.55,0
2026-09-01 08:02:23,161.71,208.83,190.33,39.1,12.02,33.45,42.62,30.0,56.14,73.5,4.78,55.23,94.66,1945.05,0
2026-09-01 08:02:24,161.48,208.71,187.72,40.65,12.03,33.79,40.94,32.59,59.24,71.65,4.74,53.49,95.46,1971.1,0
2026-09-01 08:02:25,159.45,204.89,189.47,40.71,12.08,32.61,40.04,30.14,50.25,71.79,4.73,54.46,100.14,2000.0,0
2026-09-01 08:02:26,160.16,209.26,190.62,38.94,11.88,33.09,39.46,30.58,55.46,68.66,4.31,56.13,95.38,2000.0,0
2026-09-01 08:02:27,159.07,208.56,188.91,38.93,11.87,32.99,42.32,31.4,45.95,68.26,4.7,54.52,93.78,2000.0,0
2026-09-01 08:02:28,156.31,208.45,187.24,39.83,12.05,33.28,45.02,31.28,62.66,72.34,5.22,53.89,96.09,1970.09,0
2026-09-01 08:02:29,160.64,211.25,184.72,38.66,12.03,33.62,41.18,30.51,48.2,68.28,4.88,51.65,96.6,2000.0,0
2026-09-01 08:02:30,164.73,211.98,183.79,41.26,12.03,33.01,43.18,29.86,52.43,69.94,4.85,51.08,94.92,2000.0,0
2026-09-01 08:02:31,157.79,210.7,186.96,39.45,12.03,32.16,41.8,30.51,61.69,74.14,4.76,53.25,97.26,2000.0,0
2026-09-01 08:02:32,158.07,212.99,190.05,35.64,11.93,32.07,39.42,29.18,53.83,73.66,4.22,55.52,94.24,1979.31,0
2026-09-01 08:02:33,157.82,211.73,185.36,39.44,12.02,32.65,43.47,30.15,49.01,70.91,5.02,51.51,92.97,1974.73,0
2026-09-01 08:02:34,161.81,209.11,189.15,38.44,12.03,32.87,39.81,28.89,58.57,69.11,4.43,54.8,95.91,1982.47,0
2026-09-01 08:02:35,161.12,227.82,186.07,37.55,6.25,17.33,42.04,28.22,58.45,69.63,0.47,78.43,0.0,1985.79,1
2026-09-01 08:02:36,159.6,210.94,187.53,38.14,12.19,33.8,41.32,30.05,51.83,72.6,4.67,52.5,97.71,1957.66,0
2026-09-01 08:02:37,157.7,211.72,188.75,40.16,12.05,32.95,43.79,31.26,52.38,69.89,5.0,53.63,96.08,1972.25,0
2026-09-01 08:02:38,160.23,214.19,186.22,41.99,11.88,33.59,39.88,30.93,52.82,68.33,4.49,53.1,96.33,2000.0,0
2026-09-01 08:02:39,156.09,213.57,187.43,40.47,12.07,33.79,42.78,29.92,53.96,73.65,4.83,53.34,97.61,1972.29,0
2026-09-01 08:02:40,160.36,188.44,185.6,39.09,6.44,17.0,40.32,31.75,45.54,70.54,0.97,75.69,0.0,1984.91,1
2026-09-01 08:02:41,162.18,209.69,188.37,40.68,12.08,33.64,40.98,29.43,54.09,68.27,4.71,53.7,96.56,1992.87,0
2026-09-01 08:02:42,156.87,212.01,187.49,39.31,12.12,33.02,34.73,28.08,63.92,71.44,4.07,54.28,96.25,2000.0,0
2026-09-01 08:02:43,156.17,213.2,187.2,38.96,11.92,31.6,46.18,27.82,50.52,72.91,5.3,53.53,94.89,1995.17,0
2026-09-01 08:02:44,163.95,212.82,190.15,38.27,12.1,34.32,43.1,28.82,52.08,66.98,4.76,55.24,94.06,2000.0,0
2026-09-01 08:02:45,158.47,209.81,188.99,37.37,12.04,33.57,40.47,30.82,49.08,69.4,4.63,53.89,91.56,1991.52,0
2026-09-01 08:02:46,162.84,206.24,186.64,39.42,12.08,33.14,39.75,29.37,58.06,69.26,4.67,53.35,98.92,1988.61,0
2026-09-01 08:02:47,159.62,207.0,188.12,40.24,12.19,32.65,41.01,30.46,61.02,71.36,4.96,53.6,97.16,2000.0,0
2026-09-01 08:02:48,159.6,210.82,187.82,39.86,11.98,33.89,43.43,31.65,60.9,71.9,5.0,53.91,96.24,1936.07,0
2026-09-01 08:02:49,161.1,211.03,187.4,39.38,11.92,33.17,38.22,28.9,48.76,68.35,4.22,52.82,94.37,1996.65,0
2026-09-01 08:02:50,157.79,206.7,195.74,38.58,11.91,33.11,41.72,30.48,57.5,65.52,4.64,59.0,0.0,1940.93,1
2026-09-01 08:02:51,160.33,210.13,188.29,40.91,11.92,32.24,45.54,30.54,62.17,73.1,5.26,54.12,94.53,1972.03,0
2026-09-01 08:02:52,159.05,211.89,184.88,38.02,11.99,33.06,39.73,29.14,57.55,66.64,4.58,51.82,94.42,2000.0,0
2026-09-01 08:02:53,156.7,206.55,187.73,41.16,12.03,33.56,42.16,31.35,57.39,70.81,5.02,53.14,97.19,1978.89,0
2026-09-01 08:02:54,160.84,213.31,185.49,38.5,12.03,33.35,46.41,29.71,52.64,69.6,5.15,51.36,96.73,1980.63,0
2026-09-01 08:02:55,159.34,208.87,181.62,38.87,12.08,32.76,43.26,29.62,56.1,70.49,5.23,49.82,97.66,1986.74,0
2026-09-01 08:02:56,159.61,213.77,184.44,37.8,12.0,32.71,42.25,32.11,61.18,74.95,4.69,51.69,96.59,2000.0,0
2026-09-01 08:02:57,156.97,208.4,186.7,39.25,12.15,32.49,43.01,30.52,56.64,79.11,5.08,52.9,94.22,1938.36,0
2026-09-01 08:02:58,163.98,206.92,186.02,41.46,11.97,34.18,41.2,30.93,48.76,65.1,4.78,52.34,95.24,1967.22,0
2026-09-01 08:02:59,162.19,208.63,188.78,40.77,12.27,33.17,44.6,31.35,52.72,72.95,5.05,53.92,96.92,2000.0,0
2026-09-01 08:03:00,162.41,209.71,187.45,41.47,12.06,33.31,41.2,29.35,61.05,69.53,4.59,54.4,96.75,1976.42,0
2026-09-01 08:03:01,159.24,208.83,187.01,40.78,11.91,32.44,38.08,31.25,56.62,73.14,4.28,53.95,94.34,1977.47,0
2026-09-01 08:03:02,155.68,209.35,186.59,38.34,11.89,31.69,41.22,29.5,55.6,72.87,4.69,53.25,95.6,1994.95,0
2026-09-01 08:03:03,164.88,211.0,185.61,39.5,12.05,32.6,40.07,29.46,52.23,74.23,4.33,52.39,96.92,1956.28,0
2026-09-01 08:03:04,159.85,209.49,188.53,38.83,11.98,32.79,41.44,29.73,60.94,70.85,4.51,54.99,95.44,1998.73,0
2026-09-01 08:03:05,158.13,209.8,189.56,42.0,12.07,33.16,41.48,29.38,63.31,67.33,4.96,54.77,96.99,1973.67,0
2026-09-01 08:03:06,161.04,204.87,188.15,38.2,12.05,32.84,44.39,30.82,61.32,72.78,5.27,54.45,96.95,1977.64,0
2026-09-01 08:03:07,162.92,211.18,187.33,41.34,11.99,33.44,43.39,30.27,62.21,70.35,4.87,54.3,96.13,1964.55,0
2026-09-01 08:03:08,159.94,209.73,184.49,41.34,11.92,32.94,42.53,29.51,53.21,69.3,4.84,51.83,95.85,1990.82,0
